bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_date_valid,primary_author,publication_year,publication_month,rating_bucket,review_to_rating_ratio
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287.0,81,6.0,1996-10-03,Puffin,True,Quentin Blake,1996.0,10.0,4-4.5,0.07407407407407407
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,217.0,981,52.0,1964-02-01,New Directions Publishing,True,Henry Miller,1964.0,2.0,4-4.5,0.053007135575942915
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167,eng,154.0,3381,141.0,1994-01-13,Grove Press,True,Henry Miller,1994.0,1.0,3-4,0.0417036379769299
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318.0,53206,2376.0,1994-01-06,Grove Press,True,Henry Miller,1994.0,1.0,3-4,0.04465661767469834
250,Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827,eng,348.0,14872,459.0,1994-01-13,Grove Press,True,Henry Miller,1994.0,1.0,3-4,0.03086336740182894
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316.0,3261,58.0,1994-01-13,Grove Press,True,Henry Miller,1994.0,1.0,4-4.5,0.01778595522845753
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803,eng,506.0,7805,251.0,1994-01-12,Grove Press,True,Henry Miller,1994.0,1.0,3-4,0.03215887251761691
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292.0,2699,142.0,1970-01-17,New Directions,True,Henry Miller,1970.0,1.0,3-4,0.05261207854761023
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631,eng,797.0,61640,1951.0,2003-09-30,Penguin Classics,True,Henry James,2003.0,9.0,3-4,0.03165152498377677
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635.0,392,41.0,2004-01-16,Barnes  Noble Classics,True,Henry James,2004.0,1.0,3-4,0.10459183673469388
277,Writing,Marguerite Duras,3.75,1571290532,9781571290533,eng,91.0,778,44.0,1999-05-06,Brookline Books,True,Marguerite Duras,1999.0,5.0,3-4,0.056555269922879174
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212,eng,192.0,963,65.0,1994-08-01,The New Press,True,Marguerite Duras,1994.0,8.0,3-4,0.06749740394600208
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042,eng,181.0,2057,128.0,1986-03-12,Pantheon,True,Marguerite Duras,1986.0,3.0,3-4,0.06222654350996597
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178.0,203,8.0,1999-07-01,One World (UK),True,Kahlil Gibran,1999.0,7.0,3-4,0.03940886699507389
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464.0,35,2.0,1998-04-01,Interlink Publishing Group,True,Jean Gibran,1998.0,4.0,4-4.5,0.05714285714285714
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102.0,328,16.0,1998-01-01,Penguin Books,True,Kahlil Gibran,1998.0,1.0,4-4.5,0.04878048780487805
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246,eng,216.0,1308,82.0,1995-02-21,Knopf,True,Kahlil Gibran,1995.0,2.0,3-4,0.06269113149847094
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901,eng,132.0,6432,517.0,2003-03-03,Citadel,True,Kahlil Gibran,2003.0,3.0,3-4,0.08037935323383084
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100.0,3015,217.0,2011-06-14,Knopf,True,Kahlil Gibran,2011.0,6.0,4-4.5,0.07197346600331675
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311.0,318753,6734.0,2001-09-15,Kingfisher,True,Robert Louis Stevenson,2001.0,9.0,3-4,0.021126075676150498
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,eng,213.0,420,42.0,2004-10-01,Sterling Children's Books,True,Robert Louis Stevenson,2004.0,10.0,3-4,0.1
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245.0,5967,276.0,2005-06-01,Simon & Schuster,True,Robert Louis Stevenson,2005.0,6.0,3-4,0.04625439919557567
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64.0,104,14.0,2003-07-01,Atheneum Books for Young Readers,True,Robert Louis Stevenson,2003.0,7.0,3-4,0.1346153846153846
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,eng,272.0,56,4.0,2002-09-03,Gramercy Books,True,Robert Louis Stevenson,2002.0,9.0,3-4,0.07142857142857142
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232.0,91,16.0,2006-01-31,Abdo Publishing Company,True,Deidre S. Laiken,2006.0,1.0,4-4.5,0.17582417582417584
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270.0,88,4.0,1996-11-22,Black Classic Press,True,Ralph Ginzburg,1996.0,11.0,4.5-5,0.045454545454545456
324,Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103,spa,448.0,63,7.0,1990-01-01,French & European,True,Gabriel García Márquez,1990.0,1.0,4-4.5,0.1111111111111111
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64.0,2815,164.0,1955-09-12,Random House Books for Young Readers,True,Dr. Seuss,1955.0,9.0,4-4.5,0.05825932504440497
332,The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258,eng,256.0,95,13.0,2005-06-07,Zebra,True,Debbie Raleigh,2005.0,6.0,3-4,0.1368421052631579
333,The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032,eng,147.0,217,24.0,2005-02-15,Greenwillow Books,True,Kevin Henkes,2005.0,2.0,3-4,0.11059907834101383
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239.0,4136,255.0,2002-06-01,Booket,True,Patrick Süskind,2002.0,6.0,4-4.5,0.06165377176015474
348,The Door Into Summer,Robert A. Heinlein,4.01,0345413997,9780345413994,eng,304.0,17232,649.0,1997-06-17,Del Rey,True,Robert A. Heinlein,1997.0,6.0,4-4.5,0.03766248839368617
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385,eng,528.0,251872,6241.0,1991-10-01,Ace,True,Robert A. Heinlein,1991.0,10.0,3-4,0.024778458899758608
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,eng,434.0,10293,193.0,1988-06-01,Ace Books,True,Robert A. Heinlein,1988.0,6.0,3-4,0.018750607208782667
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509,eng,439.0,15970,438.0,1985-10-12,Del Rey,True,Robert A. Heinlein,1985.0,10.0,3-4,0.027426424546023793
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932,eng,256.0,6898,200.0,2006-08-08,Tor Books,True,Robert A. Heinlein,2006.0,8.0,3-4,0.028993911278631487
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,0671742515,9780671742515,eng,307.0,67803,1401.0,1991-02-15,Pocket Books,True,Douglas Adams,1991.0,2.0,4-4.5,0.020662802530861467
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291,eng,298.0,22091,746.0,2005-04-26,Del Rey,True,Douglas Adams,2005.0,4.0,3-4,0.03376940835634421
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517,eng,368.0,2623,49.0,2005-12-27,Del Rey,True,Nick  Webb,2005.0,12.0,4-4.5,0.018680899733130005
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430,eng,256.0,885,84.0,1998-10-27,Ballantine Books,True,Terry Jones,1998.0,10.0,3-4,0.09491525423728814
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856,eng,336.0,5,0.0,2003-07-01,Turtleback Books,True,Douglas Adams,2003.0,7.0,3-4,0.0
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,0573650969,9780573650963,eng,72.0,100,13.0,2011-01-12,Samuel French  Inc.,True,Susan Nanus,2011.0,1.0,4-4.5,0.13
385,On Bullshit,Harry G. Frankfurt,3.57,0691122946,9780691122946,eng,67.0,9358,995.0,2005-01-30,Princeton University Press,True,Harry G. Frankfurt,2005.0,1.0,3-4,0.10632613806368882
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,0393329402,9780393329407,eng,347.0,9318,907.0,2005-09-12,W. W. Norton & Company,True,Nick Flynn,2005.0,9.0,3-4,0.09733848465335909
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0671867423,9780671867423,eng,317.0,120,15.0,1993-06-12,Simon & Schuster,True,Garry Wills,1993.0,6.0,4-4.5,0.125
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,0395883970,9780395883976,eng,32.0,5239,76.0,1998-02-02,HMH Books for Young Readers,True,Abraham Lincoln,1998.0,2.0,4.5-5,0.014506585226188204
399,Underworld,Don DeLillo,3.92,0684848155,9780684848150,eng,827.0,1505,175.0,1998-07-09,Scribner,True,Don DeLillo,1998.0,7.0,3-4,0.11627906976744186
400,Libra,Don DeLillo,3.99,0140156046,9780140156041,eng,480.0,11857,564.0,1991-05-01,Penguin,True,Don DeLillo,1991.0,5.0,3-4,0.04756683815467656
403,Americana,Don DeLillo,3.43,0140119485,9780140119480,eng,377.0,393,55.0,1989-07-06,Penguin Books,True,Don DeLillo,1989.0,7.0,3-4,0.13994910941475827
404,Running Dog,Don DeLillo,3.43,0679722947,9780679722946,eng,256.0,1356,72.0,1989-07-17,Vintage Contemporaries,True,Don DeLillo,1989.0,7.0,3-4,0.05309734513274336
406,Cosmopolis,Don DeLillo,3.22,0743244257,9780743244251,eng,224.0,460,41.0,2004-04-06,Scribner,True,Don DeLillo,2004.0,4.0,3-4,0.0891304347826087
407,Great Jones Street,Don DeLillo,3.48,0140179178,9780140179170,eng,272.0,2492,145.0,1994-01-01,Penguin Books,True,Don DeLillo,1994.0,1.0,3-4,0.05818619582664526
408,The Names,Don DeLillo,3.64,0679722955,9780679722953,eng,339.0,3100,212.0,1989-07-17,Vintage,True,Don DeLillo,1989.0,7.0,3-4,0.06838709677419355
409,Against the Day,Thomas Pynchon,4.13,159420120X,9781594201202,eng,1085.0,5296,587.0,2006-11-21,Penguin Press,True,Thomas Pynchon,2006.0,11.0,4-4.5,0.11083836858006042
410,V.,Thomas Pynchon,3.96,0060930217,9780060930219,eng,547.0,1415,177.0,2005-07-05,Harper Perennial Modern Classics,True,Thomas Pynchon,2005.0,7.0,3-4,0.12508833922261484
411,The Crying of Lot 49,Thomas Pynchon,3.69,0060931671,9780060931674,eng,152.0,2161,230.0,1999-04-01,Harper Perennial,True,Thomas Pynchon,1999.0,4.0,3-4,0.1064322073114299
412,Gravity's Rainbow,Thomas Pynchon,4.01,0140283382,9780140283389,eng,784.0,762,213.0,2000-01-01,Penguin Books,True,Thomas Pynchon,2000.0,1.0,4-4.5,0.2795275590551181
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,0312423209,9780312423209,eng,773.0,8086,602.0,2004-01-03,Picador USA,True,Thomas Pynchon,2004.0,1.0,4-4.5,0.07444966608953747
414,Vineland,Thomas Pynchon,3.69,0141180633,9780141180632,eng,385.0,702,69.0,1997-09-01,Penguin Classics,True,Thomas Pynchon,1997.0,9.0,3-4,0.09829059829059829
415,Gravity's Rainbow,Thomas Pynchon,4.01,0143039946,9780143039945,eng,776.0,29764,2164.0,2006-10-31,Penguin Books,True,Thomas Pynchon,2006.0,10.0,4-4.5,0.07270528154817901
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,9780316724432,eng,193.0,334,34.0,1985-04-30,Back Bay Books,True,Thomas Pynchon,1985.0,4.0,3-4,0.10179640718562874
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,0140189300,9780140189308,eng,352.0,2473,220.0,1996-08-29,Penguin Classics,True,Richard Fariña,1996.0,8.0,3-4,0.08896077638495754
420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149,eng,227.0,2656,336.0,2005-10-04,Knopf Publishing Group,True,Joan Didion,2005.0,10.0,3-4,0.12650602409638553
421,The White Album,Joan Didion,4.17,0374522219,9780374522216,eng,222.0,11889,738.0,1990-10-01,Farrar Straus Giroux,True,Joan Didion,1990.0,10.0,4-4.5,0.06207418622255867
422,A Book of Common Prayer,Joan Didion,3.8,0679754865,9780679754862,eng,272.0,2962,255.0,1995-04-11,Vintage International,True,Joan Didion,1995.0,4.0,3-4,0.08609047940580689
423,Where I Was From,Joan Didion,3.86,0679752862,9780679752868,eng,240.0,2842,292.0,2004-09-14,Vintage,True,Joan Didion,2004.0,9.0,3-4,0.10274454609429978
424,Slouching Towards Bethlehem,Joan Didion,4.21,0374521727,9780374521721,eng,238.0,26934,1825.0,1990-10-01,Farrar Straus Giroux,True,Joan Didion,1990.0,10.0,4-4.5,0.06775822380634143
425,Democracy,Joan Didion,3.81,0679754857,9780679754855,eng,234.0,2070,169.0,1995-04-25,Vintage International,True,Joan Didion,1995.0,4.0,3-4,0.08164251207729468
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,0307264874,9780307264879,eng,1122.0,1564,108.0,2006-10-17,Everyman's Library,True,Joan Didion,2006.0,10.0,4-4.5,0.06905370843989769
428,Play It As It Lays,Joan Didion/David Thomson,3.87,0374529949,9780374529949,eng,231.0,23656,1706.0,2005-11-15,Farrar  Straus and Giroux,True,Joan Didion,2005.0,11.0,3-4,0.07211701048359824
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839,eng,308.0,43200,1873.0,2006-03-28,Penguin Classics,True,Paul Auster,2006.0,3.0,3-4,0.04335648148148148
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,9780140097313,eng,203.0,12410,734.0,1987-04-07,Penguin Books,True,Paul Auster,1987.0,4.0,3-4,0.059145850120870265
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351,eng,96.0,3672,195.0,1987-07-07,Penguin Books,True,Paul Auster,1987.0,7.0,3-4,0.05310457516339869
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,9780940650763,eng,179.0,2998,164.0,1986-11-01,Sun and Moon Press,True,Paul Auster,1986.0,11.0,3-4,0.05470313542361575
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,0963188925,9780963188922,eng,256.0,74,2.0,1995-01-01,Sky Books (NY),True,Peter Moon,1995.0,1.0,3-4,0.02702702702702703
446,The Brooklyn Follies,Paul Auster,3.84,0312426232,9780312426231,eng,306.0,17977,1157.0,2006-10-17,Picador,True,Paul Auster,2006.0,10.0,3-4,0.06436001557545754
447,Moon Palace,Paul Auster,3.94,0140115854,9780140115857,eng,320.0,16099,503.0,1990-04-01,Penguin Books,True,Paul Auster,1990.0,4.0,3-4,0.031244176656935213
453,The Music of Chance,Paul Auster,3.9,0140154078,9780140154078,eng,217.0,361,36.0,1991-12-01,Penguin Books,True,Paul Auster,1991.0,12.0,3-4,0.0997229916897507
454,Travels in the Scriptorium,Paul Auster,3.23,0805081453,9780805081459,eng,145.0,6688,562.0,2007-01-23,Henry Holt & Company,True,Paul Auster,2007.0,1.0,3-4,0.0840311004784689
456,Leviathan,Paul Auster,3.96,0140178139,9780140178135,eng,275.0,11744,443.0,1993-09-01,Penguin Books,True,Paul Auster,1993.0,9.0,3-4,0.037721389645776565
463,The Red Notebook: True Stories,Paul Auster,3.77,0811214982,9780811214988,eng,104.0,2390,120.0,2002-06-17,New Directions,True,Paul Auster,2002.0,6.0,3-4,0.0502092050209205
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9782742741465,fre,1075.0,21,1.0,2002-11-07,Actes Sud,True,Paul Auster,2002.0,11.0,4-4.5,0.047619047619047616
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,9780143036555,eng,608.0,52522,2780.0,2005-12-27,Penguin Books Ltd. (London),True,Jared Diamond,2005.0,12.0,3-4,0.0529302006778112
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446579785,9780446579780,eng,211.0,213,26.0,2006-02-01,Business Plus,True,Stephen Leeb,2006.0,2.0,3-4,0.12206572769953052
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,052138673X,9780521386739,eng,262.0,719,86.0,1990-03-29,Cambridge University Press,True,Joseph A. Tainter,1990.0,3.0,4-4.5,0.11961057023643949
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,0743203046,9780743203043,eng,544.0,4762,512.0,2001-08-07,Simon  Schuster,True,Robert D. Putnam,2001.0,8.0,3-4,0.10751784964300715
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,034543871X,9780345438713,eng,272.0,62,4.0,2002-01-29,Ballantine Books,True,Philip K. Howard,2002.0,1.0,3-4,0.06451612903225806
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,0393318281,9780393318289,eng,576.0,278,20.0,1998-09-17,W. W. Norton  Company,True,Joy Harjo,1998.0,9.0,4-4.5,0.07194244604316546
493,My Inventions,Nikola Tesla,4.01,1599869942,9781599869940,eng,88.0,2862,262.0,2006-05-17,Filiquarian Publishing  LLC.,True,Nikola Tesla,2006.0,5.0,4-4.5,0.09154437456324249
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,0806519606,9780806519609,eng,542.0,2829,334.0,2001-02-01,Citadel,True,Marc J.  Seifer,2001.0,2.0,3-4,0.11806291975963237
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,0822549204,9780822549208,eng,144.0,105,5.0,1994-10-01,Lerner Publications,True,Carol Dommermuth-Costa,1994.0,10.0,3-4,0.047619047619047616
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,0932813860,9780932813862,eng,100.0,102,2.0,2000-12-01,Adventures Unlimited Press,True,Nikola Tesla,2000.0,12.0,4-4.5,0.0196078431372549
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,0373792689,9780373792689,eng,249.0,478,12.0,2006-06-27,Harlequin Blaze,True,Julie Elizabeth Leto,2006.0,6.0,3-4,0.02510460251046025
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,0974514055,9780974514055,eng,828.0,1577,49.0,2004-10-11,Pragmatic Bookshelf,True,Dave Thomas,2004.0,10.0,4-4.5,0.031071655041217502
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,eng,112.0,73,8.0,2000-06-13,Cliffs Notes,True,Maureen Kelly,2000.0,6.0,3-4,0.1095890410958904
524,Lord of the Flies,William Golding,3.68,0307281701,9780307281708,eng,6.0,408,96.0,2005-10-11,Listening Library (Audio),True,William Golding,2005.0,10.0,3-4,0.23529411764705882
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,9780812969702,eng,397.0,1693,100.0,2006-09-12,Random House,True,Victor Davis Hanson,2006.0,9.0,4-4.5,0.05906674542232723
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,0060255080,9780060255084,eng,216.0,1,0.0,1989-01-01,HarperCollins Publishers,True,Ephraim Sevela,1989.0,1.0,4-4.5,0.0
537,The Lovely Bones,Alice Sebold,3.81,0330485385,9780330485388,eng,328.0,6485,966.0,2003-06-01,Picador,True,Alice Sebold,2003.0,6.0,3-4,0.1489591364687741
538,The Lovely Bones,Alice Sebold,3.81,159413023X,9781594130236,eng,532.0,367,73.0,2004-04-01,Large Print Press,True,Alice Sebold,2004.0,4.0,3-4,0.1989100817438692
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,0345360354,9780345360359,eng,224.0,1371,43.0,1990-05-13,Ballantine Books,True,Sharyn McCrumb,1990.0,5.0,3-4,0.031363967906637494
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,0321303474,785342303476,eng,296.0,793,28.0,2005-02-17,Peachpit Press,True,Dave Shea,2005.0,2.0,3-4,0.03530895334174023
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,9780321430847,eng,456.0,549,42.0,2006-08-01,Peachpit Press,True,Elizabeth Castro,2006.0,8.0,3-4,0.07650273224043716
576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,9783822840856,mul,575.0,288,31.0,2005-05-15,Taschen,True,Michael Ochs,2005.0,5.0,3-4,0.1076388888888889
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,0743264460,9780743264464,eng,245.0,26381,1109.0,2006-06-13,Scribner,True,Chuck Klosterman,2006.0,6.0,3-4,0.04203783025662409
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,0743236017,9780743236010,eng,272.0,62089,3324.0,2004-07-02,Scribner,True,Chuck Klosterman,2004.0,7.0,3-4,0.053536053085087534
619,Vice (V  #8),Jane Feather,3.51,0553572490,9780553572490,eng,419.0,474,19.0,1996-05-02,Bantam,True,Jane Feather,1996.0,5.0,3-4,0.04008438818565401
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,0060589469,9780060589462,eng,540.0,166046,6446.0,2006-04-25,HarperTorch,True,Robert M. Pirsig,2006.0,4.0,3-4,0.0388205677944666
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,0802789471,9780802789471,eng,32.0,1773,274.0,2005-04-01,Walker & Company,True,Kevin O'Malley,2005.0,4.0,4-4.5,0.1545403271291596
